Light,Time,O2 Signal,H2O2 signal,,H2O2,
138,11:33:55,0.48658,-0.0067431,,,
138,11:33:56,0.48688,-0.0065624,,,
138,11:33:57,0.48655,-0.0065439,,,
138,11:33:58,0.48655,-0.0066699,,,
138,11:33:59,0.48583,-0.0068354,,,
138,11:34:01,0.48559,-0.0063752,,,
138,11:34:02,0.48542,-0.0070697,,,
138,11:34:03,0.48496,-0.0063115,,,
138,11:34:04,0.48514,-0.0062422,,,
138,11:34:05,0.48492,-0.0057342,,,
138,11:34:06,0.48492,-0.0055992,,,
138,11:34:06,0.48516,-0.0052256,,,
138,11:34:08,0.48491,-0.0053904,,,
138,11:34:09,0.48474,-0.0055254,,,
138,11:34:10,0.48497,-0.0063625,,,
138,11:34:11,0.48473,-0.006204,,,
138,11:34:11,0.48396,-0.0062982,,,
138,11:34:13,0.48343,-0.006472,,,
138,11:34:14,0.48286,-0.0064656,,,
138,11:34:15,0.48212,-0.006337,,,
138,11:34:16,0.48185,-0.0066846,,,
138,11:34:17,0.48167,-0.010307,,,
138,11:34:18,0.48171,-0.006549,,,
138,11:34:19,0.48145,-0.0065452,,,
138,11:34:20,0.4814,-0.0065509,,,
138,11:34:21,0.48155,-0.0065579,,,
138,11:34:22,0.48178,-0.006414,,,
138,11:34:23,0.48162,-0.0065503,,,
138,11:34:24,0.48183,-0.0065764,,,
138,11:34:25,0.48161,-0.0068272,,,
138,11:34:26,0.48167,-0.0068526,,,
138,11:34:27,0.48133,-0.007029,,,
138,11:34:28,0.48142,-0.0070188,,,
138,11:34:29,0.4814,-0.008931,,,
138,11:34:30,0.4817,-0.0071556,,,
138,11:34:31,0.48197,-0.0076286,,,
138,11:34:32,0.4823,-0.0077795,,,
138,11:34:33,0.48239,-0.007621,,,
138,11:34:34,0.4828,-0.007775,,,
138,11:34:35,0.48283,-0.0079724,,,
138,11:34:36,0.48306,-0.0081315,,,
138,11:34:37,0.48341,-0.0081875,,,
138,11:34:38,0.48388,-0.0078813,,,
138,11:34:39,0.48393,-0.0077496,,,
138,# repositioned H2O2 sensor,,,,,
138,# polyp,,,,,
138,# was small,,,,,
138,11:34:40,0.48425,-0.0080411,,,
138,11:34:41,0.48497,-0.0079004,,,
138,11:34:42,0.48546,-0.0077451,,,
138,11:34:43,0.48632,-0.00774,,,
138,11:34:44,0.48718,-0.0074217,,,
138,11:34:45,0.48792,-0.0078597,,,
138,11:34:46,0.48811,-0.0074459,,,
138,11:34:47,0.48833,-0.0077381,,,
138,11:34:48,0.48857,-0.0079208,,,
138,11:34:49,0.48827,-0.0077973,,,
138,11:34:50,0.4877,-0.0079571,,,
138,11:34:51,0.48676,-0.0079074,,,
138,11:34:52,0.48636,-0.008106,,,
138,11:34:53,0.48543,-0.0078979,,,
138,11:34:54,0.48487,-0.011091,,,
138,11:34:55,0.48196,-0.009038,,,
138,11:34:56,0.47826,-0.0086255,,,
138,11:34:57,0.47479,-0.011426,,,
138,11:34:58,0.4723,-0.007465,,,
138,11:34:59,0.47097,-0.0069819,,,
138,11:35:00,0.46964,-0.0071709,,,
138,11:35:01,0.46902,-0.010026,,,
138,11:35:02,0.46888,-0.0080252,,,
138,11:35:03,0.46976,-0.0071582,,,
138,11:35:04,0.47057,-0.0070512,,,
138,11:35:05,0.47194,-0.0073269,,,
138,11:35:06,0.47301,-0.0072492,,,
138,11:35:07,0.47302,-0.0075993,,,
138,11:35:08,0.47294,-0.0072358,,,
138,11:35:09,0.47393,-0.0074294,,,
138,11:35:10,0.47495,-0.0078342,,,
138,11:35:11,0.47595,-0.0080965,,,
138,11:35:12,0.47689,-0.0083505,,,
138,11:35:13,0.47763,-0.0085847,,,
138,11:35:14,0.47818,-0.0086605,,,
138,11:35:15,0.47891,-0.0090017,,,
138,11:35:16,0.48006,-0.0092926,,,
138,11:35:17,0.48121,-0.0094912,,,
138,11:35:18,0.48209,-0.0095714,,,
138,11:35:19,0.48263,-0.009546,,,
138,11:35:20,0.48368,-0.0092436,,,
138,11:35:21,0.48472,-0.0096956,,,
138,11:35:22,0.48532,-0.010114,,,
138,11:35:23,0.48504,-0.010283,,,
138,11:35:24,0.48463,-0.0098464,,,
138,11:35:25,0.48504,-0.0074733,,,
138,11:35:26,0.48708,-0.0090163,,,
138,11:35:27,0.48937,-0.0098127,,,
138,11:35:28,0.49107,-0.010165,,,
138,11:35:29,0.49339,-0.0098725,,,
138,11:35:30,0.49702,-0.0095956,,,
138,11:35:31,0.49982,-0.0097777,,,
138,11:35:32,0.5019,-0.0094403,,,
138,11:35:33,0.50302,-0.0097834,,,
138,11:35:34,0.5029,-0.0096001,,,
138,11:35:35,0.50345,-0.0094906,,,
138,11:35:36,0.50414,-0.0095243,,,
138,11:35:37,0.50487,-0.0095873,,,
138,11:35:38,0.50585,-0.0098019,,,
138,11:35:39,0.50761,-0.0099464,,,
138,11:35:40,0.50914,-0.010097,,,
138,11:35:41,0.51058,-0.010183,,,
138,11:35:42,0.51172,-0.010356,,,
138,11:35:43,0.5121,-0.010459,,,
138,11:35:44,0.51199,-0.010579,,,
138,11:35:45,0.51208,-0.01016,,,
138,11:35:46,0.51218,-0.010409,,,
138,11:35:47,0.51209,-0.010319,,,
138,11:35:48,0.51224,-0.010466,,,
138,11:35:49,0.51225,-0.01037,,,
138,11:35:50,0.51295,-0.010431,,,
138,11:35:51,0.51481,-0.010475,,,
138,11:35:52,0.51559,-0.010627,,,
138,11:35:53,0.51627,-0.010624,,,
138,11:35:54,0.51623,-0.010657,,,
138,11:35:55,0.51638,-0.010639,,,
138,11:35:56,0.51663,-0.010773,,,
138,11:35:57,0.51652,-0.0098057,,,
138,11:35:58,0.51633,-0.0099572,,,
138,11:35:59,0.51594,-0.009905,,,
138,11:36:00,0.51515,-0.0091335,,,
138,11:36:01,0.51464,-0.008989,,,
138,11:36:02,0.51396,-0.0084587,,,
138,11:36:03,0.5134,-0.0085548,,,
138,11:36:04,0.51212,-0.0087611,,,
138,11:36:05,0.5098,-0.0087063,,,
138,11:36:06,0.50748,-0.0087662,,,
138,11:36:07,0.50556,-0.0088056,,,
138,11:36:08,0.50372,-0.0086834,,,
138,11:36:09,0.5025,-0.0086408,,,
138,11:36:10,0.50192,-0.0086847,,,
138,11:36:11,0.50193,-0.008621,,,
138,11:36:12,0.50203,-0.0087076,,,
138,11:36:13,0.50283,-0.0087,,,
138,11:36:14,0.50407,-0.0087089,,,
138,11:36:15,0.50436,-0.0088387,,,
138,11:36:16,0.50363,-0.0088324,,,
138,11:36:17,0.50385,-0.008945,,,
138,11:36:18,0.50548,-0.0089953,,,
138,11:36:19,0.50677,-0.0090151,,,
138,11:36:20,0.50854,-0.0091239,,,
138,11:36:21,0.51003,-0.0090322,,,
138,11:36:22,0.51104,-0.0089164,,,
138,11:36:23,0.50903,-0.009052,,,
138,11:36:24,0.50637,-0.0091042,,,
138,11:36:25,0.50454,-0.0092659,,,
138,11:36:26,0.50458,-0.0091379,,,
138,11:36:27,0.50525,-0.0092041,,,
138,11:36:28,0.50635,-0.0092149,,,
138,11:36:29,0.50733,-0.0091277,,,
138,11:36:30,0.50776,-0.0090539,,,
138,11:36:31,0.50789,-0.0090946,,,
138,11:36:32,0.50752,-0.0090246,,,
138,11:36:33,0.50735,-0.0090825,,,
138,11:36:34,0.50696,-0.0091067,,,
138,11:36:35,0.50645,-0.0091195,,,
138,11:36:36,0.50643,-0.0091487,,,
138,11:36:37,0.50594,-0.0090386,,,
138,11:36:38,0.50551,-0.0092048,,,
138,11:36:39,0.50474,-0.0091163,,,
138,11:36:40,0.5041,-0.0091526,,,
138,11:36:41,0.5032,-0.0091799,,,
138,11:36:42,0.50207,-0.0091055,,,
138,11:36:43,0.50123,-0.0091678,,,
138,11:36:44,0.50039,-0.0090755,,,
138,11:36:45,0.49936,-0.0089947,,,
138,11:36:46,0.49883,-0.0090774,,,
138,11:36:47,0.49843,-0.0092366,,,
138,11:36:48,0.49778,-0.0090284,,,
138,11:36:49,0.49713,-0.0090151,,,
138,11:36:50,0.49642,-0.0089279,,,
138,11:36:51,0.49626,-0.0089603,,,
138,11:36:52,0.49594,-0.0090794,,,
138,11:36:53,0.49583,-0.0089018,,,
138,11:36:54,0.49578,-0.0089489,,,
138,11:36:55,0.49567,-0.0086478,,,
138,11:36:56,0.49524,-0.0086548,,,
138,11:36:57,0.49444,-0.0088661,,,
138,11:36:58,0.49396,-0.0087846,,,
138,11:36:59,0.49343,-0.0087292,,,
138,11:37:00,0.49347,-0.0087362,,,
138,11:37:01,0.49376,-0.0088222,,,
138,11:37:02,0.49426,-0.008889,,,
138,11:37:03,0.49419,-0.0090755,,,
138,11:37:04,0.49382,-0.0089839,,,
138,11:37:05,0.4935,-0.0090055,,,
138,11:37:06,0.49307,-0.0090412,,,
138,11:37:07,0.49277,-0.0091901,,,
138,11:37:08,0.49271,-0.0089845,,,
138,11:37:09,0.49267,-0.0090106,,,
138,11:37:10,0.4926,-0.0089119,,,
138,11:37:11,0.49279,-0.008882,,,
138,11:37:12,0.49291,-0.0089788,,,
138,11:37:13,0.4931,-0.0090698,,,
138,11:37:14,0.49338,-0.0090781,,,
138,11:37:15,0.49354,-0.0082079,,,
138,11:37:16,0.49406,-0.0079125,,,
138,11:37:17,0.49505,-0.0082143,,,
138,11:37:18,0.49518,-0.0083346,,,
138,11:37:19,0.495,-0.0084313,,,
138,11:37:20,0.49466,-0.0084313,,,
138,11:37:21,0.49415,-0.0085294,,,
138,11:37:22,0.49405,-0.0084765,,,
138,11:37:23,0.49389,-0.0085236,,,
138,11:37:24,0.49399,-0.0084886,,,
138,11:37:25,0.49385,-0.0084663,,,
138,11:37:26,0.49378,-0.0083817,,,
138,11:37:27,0.49407,-0.0082824,,,
138,11:37:28,0.49398,-0.0082143,,,
138,11:37:29,0.49412,-0.0081703,,,
138,11:37:30,0.49428,-0.0082512,,,
138,11:37:31,0.49405,-0.0083136,,,
138,11:37:32,0.49396,-0.0082919,,,
138,11:37:33,0.49366,-0.0082989,,,
138,11:37:34,0.49302,-0.0084657,,,
138,11:37:35,0.49294,-0.0084441,,,
138,11:37:36,0.49204,-0.0085096,,,
138,11:37:37,0.49141,-0.008367,,,
138,11:37:38,0.49075,-0.0085236,,,
138,11:37:39,0.49034,-0.0086159,,,
138,11:37:40,0.49019,-0.0086974,,,
138,11:37:41,0.48989,-0.0088795,,,
138,11:37:42,0.49012,-0.008889,,,
138,11:37:43,0.48962,-0.0091723,,,
138,11:37:44,0.4895,-0.0090838,,,
138,11:37:45,0.48907,-0.0091844,,,
138,11:37:46,0.48887,-0.0093957,,,
138,11:37:47,0.48842,-0.009665,,,
138,11:37:48,0.48848,-0.0097891,,,
138,11:37:49,0.48844,-0.010054,,,
138,11:37:50,0.48841,-0.010195,,,
138,11:37:51,0.48815,-0.010251,,,
138,11:37:52,0.48805,-0.01036,,,
138,11:37:53,0.48779,-0.010508,,,
138,11:37:54,0.4876,-0.010621,,,
138,11:37:55,0.48738,-0.010734,,,
138,11:37:56,0.48686,-0.010821,,,
138,11:37:57,0.4865,-0.010708,,,
138,11:37:58,0.48646,-0.010729,,,
138,11:37:59,0.4861,-0.010763,,,
138,11:38:00,0.48636,-0.010689,,,
138,11:38:01,0.48612,-0.010615,,,
138,11:38:02,0.48615,-0.010485,,,
138,11:38:03,0.48615,-0.010483,,,
138,11:38:04,0.48598,-0.010396,,,
138,11:38:05,0.48643,-0.010384,,,
138,11:38:06,0.48667,-0.010356,,,
138,11:38:07,0.48707,-0.010265,,,
138,11:38:08,0.48806,-0.010193,,,
138,11:38:09,0.48842,-0.010069,,,
138,11:38:10,0.48892,-0.01005,,,
138,11:38:11,0.48851,-0.010025,,,
138,11:38:12,0.48829,-0.010078,,,
138,11:38:13,0.48805,-0.0097955,,,
138,11:38:14,0.48754,-0.0097019,,,
138,11:38:15,0.48727,-0.0096675,,,
138,11:38:16,0.48718,-0.0095861,,,
138,11:38:17,0.48706,-0.0096389,,,
138,11:38:18,0.48713,-0.0096561,,,
138,11:38:19,0.48723,-0.0095587,,,
138,11:38:20,0.48742,-0.0094638,,,
138,11:38:21,0.48762,-0.0095313,,,
138,11:38:22,0.48794,-0.0094288,,,
138,11:38:23,0.48831,-0.0094855,,,
138,11:38:24,0.48867,-0.0095084,,,
138,11:38:25,0.4884,-0.0097006,,,
138,11:38:26,0.48801,-0.0096854,,,
138,11:38:27,0.48768,-0.0095924,,,
138,11:38:28,0.48759,-0.0095918,,,
138,11:38:29,0.48737,-0.0096287,,,
138,11:38:30,0.4874,-0.0095905,,,
138,11:38:31,0.48731,-0.0094346,,,
138,11:38:32,0.48691,-0.0094403,,,
138,11:38:33,0.48606,-0.00932,,,
138,11:38:34,0.48532,-0.0093206,,,
138,11:38:35,0.48451,-0.009236,,,
138,11:38:36,0.48359,-0.0090768,,,
138,11:38:37,0.48315,-0.0091322,,,
138,11:38:38,0.48215,-0.0091207,,,
138,11:38:39,0.48051,-0.00908,,,
138,11:38:40,0.47956,-0.0090755,,,
138,11:38:41,0.47852,-0.0089902,,,
138,11:38:42,0.4782,-0.0089132,,,
138,11:38:43,0.47803,-0.0090335,,,
138,11:38:44,0.47809,-0.0088375,,,
138,11:38:45,0.47806,-0.0090208,,,
138,11:38:46,0.47811,-0.0088591,,,
138,11:38:47,0.47838,-0.0088438,,,
138,11:38:48,0.47877,-0.0087407,,,
138,11:38:49,0.47915,-0.0088406,,,
138,11:38:50,0.47904,-0.0088744,,,
138,11:38:51,0.47906,-0.0089081,,,
138,11:38:52,0.47876,-0.0089692,,,
138,11:38:53,0.47855,-0.008952,,,
138,11:38:54,0.47852,-0.0089062,,,
138,11:38:55,0.47842,-0.0088807,,,
138,11:38:56,0.47825,-0.0088381,,,
138,11:38:57,0.47813,-0.0089196,,,
138,11:38:58,0.47809,-0.0089419,,,
138,11:38:59,0.47789,-0.0088094,,,
138,11:39:00,0.47771,-0.0089425,,,
138,11:39:01,0.47732,-0.0088776,,,
138,11:39:02,0.47657,-0.0089368,,,
138,11:39:03,0.47589,-0.0095663,,,
138,11:39:04,0.47592,-0.0090876,,,
138,11:39:05,0.4763,-0.0090335,,,
138,11:39:06,0.47696,-0.0090774,,,
138,11:39:07,0.47753,-0.0093072,,,
138,11:39:08,0.47832,-0.0093798,,,
138,11:39:09,0.47886,-0.0094346,,,
138,11:39:10,0.47933,-0.0094046,,,
138,11:39:11,0.47986,-0.0092512,,,
138,11:39:12,0.48007,-0.0092099,,,
138,11:39:13,0.48053,-0.0091768,,,
138,11:39:14,0.48101,-0.0093849,,,
138,11:39:15,0.48147,-0.0094778,,,
138,11:39:16,0.48181,-0.0094658,,,
138,11:39:17,0.48176,-0.0098445,,,
138,11:39:18,0.48191,-0.0098891,,,
138,11:39:19,0.48202,-0.0098961,,,
138,11:39:20,0.48211,-0.0099056,,,
138,11:39:21,0.48191,-0.0099107,,,
138,11:39:22,0.48183,-0.0098954,,,
138,11:39:23,0.48202,-0.0096147,,,
138,11:39:24,0.48174,-0.0087853,,,
138,11:39:25,0.48128,-0.0099273,,,
138,11:39:26,0.48082,-0.0094059,,,
138,11:39:27,0.48051,-0.0091831,,,
138,11:39:28,0.48033,-0.0092449,,,
138,11:39:29,0.47995,-0.0091424,,,
138,11:39:30,0.47981,-0.0091201,,,
138,11:39:31,0.47968,-0.0090297,,,
138,11:39:32,0.47989,-0.0091647,,,
138,11:39:33,0.47991,-0.0091074,,,
138,11:39:34,0.48,-0.009334,,,
138,11:39:35,0.48032,-0.0096262,,,
138,11:39:36,0.48041,-0.0097134,,,
138,11:39:37,0.48076,-0.009947,,,
138,11:39:38,0.48096,-0.0099413,,,
138,11:39:39,0.48115,-0.010119,,,
138,11:39:40,0.48127,-0.010119,,,
138,11:39:41,0.48157,-0.010168,,,
138,11:39:42,0.48195,-0.010136,,,
138,11:39:43,0.48203,-0.01013,,,
138,11:39:44,0.48251,-0.010093,,,
138,11:39:45,0.48273,-0.010091,,,
138,11:39:46,0.4828,-0.010132,,,
138,11:39:47,0.48264,-0.010253,,,
138,11:39:48,0.48275,-0.010224,,,
138,11:39:49,0.48284,-0.010407,,,
138,11:39:50,0.48282,-0.010355,,,
138,11:39:51,0.48221,-0.010443,,,
138,11:39:52,0.48049,-0.010549,,,
138,11:39:53,0.47664,-0.01067,,,
138,11:39:54,0.47225,-0.010815,,,
138,11:39:55,0.46914,-0.010869,,,
138,11:39:56,0.46768,-0.010743,,,
138,11:39:57,0.46696,-0.01062,,,
138,11:39:58,0.46692,-0.010675,,,
138,11:39:59,0.4675,-0.010675,,,
138,11:40:00,0.46856,-0.010618,,,
138,11:40:01,0.46954,-0.010811,,,
138,11:40:02,0.47058,-0.010656,,,
138,11:40:03,0.47175,-0.010791,,,
138,11:40:04,0.47275,-0.010745,,,
138,11:40:05,0.47369,-0.010957,,,
138,11:40:06,0.47414,-0.011065,,,
138,11:40:07,0.47516,-0.010988,,,
138,11:40:08,0.47556,-0.010925,,,
138,11:40:09,0.47614,-0.010787,,,
138,11:40:10,0.47665,-0.010793,,,
138,11:40:11,0.47697,-0.010688,,,
138,11:40:12,0.4773,-0.010611,,,
138,11:40:13,0.4771,-0.01068,,,
138,11:40:14,0.47674,-0.010505,,,
138,11:40:15,0.47686,-0.010518,,,
138,11:40:16,0.47666,-0.01039,,,
138,11:40:17,0.47663,-0.010413,,,
138,11:40:18,0.47691,-0.010451,,,
138,11:40:19,0.47696,-0.010522,,,
138,11:40:20,0.47651,-0.010424,,,
138,11:40:21,0.47655,-0.010466,,,
138,11:40:22,0.47651,-0.01066,,,
138,11:40:23,0.47635,-0.010795,,,
138,11:40:24,0.47662,-0.010913,,,
138,11:40:25,0.47636,-0.011068,,,
138,11:40:26,0.47604,-0.011218,,,
138,11:40:27,0.47551,-0.011319,,,
138,11:40:28,0.47551,-0.011461,,,
138,11:40:29,0.47551,-0.011733,,,
138,11:40:30,0.4755,-0.012046,,,
138,11:40:31,0.4756,-0.012171,,,
138,11:40:32,0.47582,-0.012198,,,
138,11:40:33,0.47589,-0.012111,,,
138,11:40:34,0.47604,-0.012312,,,
138,11:40:35,0.47603,-0.012329,,,
138,11:40:36,0.47618,-0.012583,,,
138,11:40:37,0.47596,-0.012857,,,
138,11:40:38,0.47613,-0.012642,,,
138,11:40:39,0.47576,-0.010774,,,
138,11:40:40,0.47539,-0.0097077,,,
138,11:40:41,0.47516,-0.0084873,,,
138,11:40:42,0.47473,-0.0077763,,,
138,11:40:43,0.47422,-0.0071607,,,
138,11:40:44,0.47387,-0.0073084,,,
138,11:40:45,0.47349,-0.0071881,,,
138,11:40:46,0.473,-0.0074211,,,
138,11:40:47,0.47274,-0.0074205,,,
138,11:40:48,0.47233,-0.0074612,,,
138,11:40:49,0.47185,-0.0076299,,,
138,11:40:50,0.47143,-0.007705,,,
138,11:40:51,0.47073,-0.0075102,,,
138,11:40:52,0.4706,-0.0075108,,,
138,11:40:53,0.47047,-0.0075293,,,
138,11:40:54,0.47,-0.0077419,,,
138,11:40:55,0.46954,-0.0078374,,,
138,11:40:56,0.46868,-0.0080577,,,
138,11:40:57,0.4678,-0.0081996,,,
138,11:40:58,0.46723,-0.0083518,,,
138,11:40:59,0.46683,-0.0086713,,,
138,11:41:00,0.46654,-0.0088496,,,
138,11:41:01,0.46632,-0.0090774,,,
138,11:41:02,0.46625,-0.0094702,,,
138,11:41:03,0.46646,-0.0096408,,,
138,11:41:04,0.46633,-0.009926,,,
138,11:41:05,0.46625,-0.010188,,,
138,11:41:06,0.46606,-0.010381,,,
138,11:41:07,0.46615,-0.010658,,,
138,11:41:08,0.46617,-0.010817,,,
138,11:41:09,0.46628,-0.010847,,,
138,11:41:10,0.46636,-0.011009,,,
138,11:41:11,0.46614,-0.010905,,,
138,11:41:12,0.46607,-0.010909,,,
138,11:41:13,0.46608,-0.010934,,,
138,11:41:14,0.46587,-0.011069,,,
138,11:41:15,0.46589,-0.011309,,,
138,11:41:16,0.46616,-0.011571,,,
138,11:41:17,0.46622,-0.011791,,,
138,11:41:18,0.46593,-0.012067,,,
138,11:41:19,0.46561,-0.012317,,,
138,11:41:20,0.46564,-0.012504,,,
138,11:41:21,0.46561,-0.012393,,,
138,11:41:22,0.46531,-0.012328,,,
138,11:41:23,0.4648,-0.012298,,,
138,11:41:24,0.46431,-0.012066,,,
138,11:41:25,0.46363,-0.012071,,,
138,11:41:26,0.46331,-0.011981,,,
138,11:41:27,0.46347,-0.012101,,,
138,11:41:28,0.46366,-0.012311,,,
138,11:41:29,0.46389,-0.01243,,,
138,11:41:30,0.46429,-0.012749,,,
138,11:41:31,0.46479,-0.012484,,,
138,11:41:32,0.46411,-0.012972,,,
138,11:41:33,0.4622,-0.013158,,,
138,11:41:34,0.46105,-0.013284,,,
138,11:41:35,0.46042,-0.013383,,,
138,11:41:36,0.46012,-0.013599,,,
138,11:41:37,0.46036,-0.013828,,,
138,11:41:38,0.46029,-0.013984,,,
138,11:41:39,0.46057,-0.01402,,,
138,11:41:40,0.46088,-0.014177,,,
138,11:41:41,0.46122,-0.014186,,,
138,11:41:42,0.46151,-0.014141,,,
138,11:41:43,0.4616,-0.014191,,,
138,11:41:44,0.46197,-0.014232,,,
138,11:41:45,0.46224,-0.014391,,,
138,11:41:46,0.46247,-0.014852,,,
138,11:41:47,0.46285,-0.015155,,,
138,11:41:48,0.46284,-0.015391,,,
138,11:41:49,0.46315,-0.015525,,,
138,11:41:50,0.46337,-0.015625,,,
138,11:41:51,0.46292,-0.015696,,,
138,11:41:52,0.46214,-0.015736,,,
138,11:41:53,0.46174,-0.015939,,,
138,11:41:54,0.46164,-0.01588,,,
138,11:41:55,0.4612,-0.015832,,,
138,11:41:56,0.46107,-0.015822,,,
138,11:41:57,0.46101,-0.015902,,,
138,11:41:58,0.46053,-0.015893,,,
138,11:41:59,0.46026,-0.015823,,,
138,11:42:00,0.4601,-0.015648,,,
138,11:42:01,0.45974,-0.01526,,,
138,11:42:02,0.45934,-0.015064,,,
138,11:42:03,0.45922,-0.014902,,,
138,11:42:04,0.45871,-0.01487,,,
138,11:42:05,0.45808,-0.014609,,,
138,11:42:06,0.45662,-0.014448,,,
138,11:42:07,0.45571,-0.014471,,,
138,11:42:08,0.45476,-0.014333,,,
138,11:42:09,0.45399,-0.014411,,,
138,11:42:10,0.45347,-0.014231,,,
138,11:42:11,0.45289,-0.014108,,,
138,11:42:12,0.45201,-0.01396,,,
138,11:42:13,0.4511,-0.013884,,,
138,11:42:14,0.45038,-0.013937,,,
138,11:42:15,0.4498,-0.014138,,,
138,11:42:16,0.4497,-0.014335,,,
138,11:42:17,0.44976,-0.014571,,,
138,11:42:18,0.44973,-0.014655,,,
138,11:42:19,0.45021,-0.014515,,,
138,11:42:20,0.45081,-0.014677,,,
138,11:42:21,0.45178,-0.014756,,,
138,11:42:22,0.4528,-0.014709,,,
138,11:42:23,0.45366,-0.014744,,,
138,11:42:24,0.45425,-0.014742,,,
138,11:42:25,0.45496,-0.014814,,,
138,11:42:26,0.45522,-0.014934,,,
138,11:42:27,0.45542,-0.014924,,,
138,11:42:28,0.45603,-0.014769,,,
138,11:42:29,0.45653,-0.014891,,,
138,11:42:30,0.45709,-0.014681,,,
138,11:42:31,0.45739,-0.01476,,,
138,11:42:32,0.45764,-0.014857,,,
138,11:42:33,0.45776,-0.015083,,,
138,11:42:34,0.45794,-0.015154,,,
138,11:42:35,0.45861,-0.01507,,,
138,11:42:36,0.45903,-0.014784,,,
138,11:42:37,0.45938,-0.014526,,,
138,11:42:38,0.45969,-0.014281,,,
138,11:42:39,0.45978,-0.014265,,,
138,11:42:40,0.45972,-0.014793,,,
138,11:42:41,0.45984,-0.014756,,,
138,11:42:42,0.45991,-0.014763,,,
138,11:42:43,0.45956,-0.014654,,,
138,11:42:44,0.45896,-0.014719,,,
138,11:42:45,0.45876,-0.014693,,,
138,11:42:46,0.45829,-0.014696,,,
138,11:42:47,0.45765,-0.014705,,,
138,11:42:48,0.45718,-0.014915,,,
138,11:42:49,0.45641,-0.015022,,,
138,11:42:50,0.45609,-0.015133,,,
138,11:42:51,0.45535,-0.015279,,,
138,11:42:52,0.45487,-0.015372,,,
138,11:42:53,0.45433,-0.015229,,,
138,11:42:54,0.45388,-0.015166,,,
138,11:42:55,0.45359,-0.015159,,,
138,11:42:56,0.45326,-0.014975,,,
138,11:42:57,0.45302,-0.014915,,,
138,11:42:58,0.4527,-0.01454,,,
138,11:42:59,0.45206,-0.01421,,,
138,11:43:00,0.45135,-0.014115,,,
138,11:43:01,0.45054,-0.013767,,,
138,11:43:02,0.45014,-0.013661,,,
138,11:43:03,0.4491,-0.013712,,,
138,11:43:04,0.44832,-0.013687,,,
138,11:43:05,0.44729,-0.013564,,,
138,11:43:06,0.44671,-0.013323,,,
138,11:43:07,0.44574,-0.013334,,,
138,11:43:08,0.44496,-0.013326,,,
138,11:43:09,0.44433,-0.013087,,,
138,11:43:10,0.4435,-0.013058,,,
138,11:43:11,0.4429,-0.01296,,,
138,11:43:12,0.44224,-0.013094,,,
138,11:43:13,0.44194,-0.013285,,,
